Ecoregions;Fish_Replacement;SumNat_PFC;Habitat_Heterogeneity;Pred_Replacement_Fish;lower_Replacement_Fish;upperr_Replacement_Fish
SAP;0.001331919;0.729830281;;;;
CPL;0.000597886;0.443820376;;;;
SPL;0.001022917;0.713729437;;;;
TPL;0.000962913;0.597502912;;;;
SPL;0.001360618;0.69360959;;;;
SPL;0.001191424;1.029152902;;;;
CPL;0.000669105;0.815584379;;;;
SAP;0.001175193;1.138754457;;;;
SPL;0.001361421;0.365603164;;;;
SAP;0.001480038;1.029152902;;;;
SAP;0.001274959;0.547576413;;;;
SAP;0.000651324;1.194809519;;;;
SPL;0.001217677;1.208186041;;;;
SPL;0.001315044;0.90051998;;;;
WMT;0.000819064;0.792740211;;;;
WMT;0.002085046;1.354503237;;;;
WMT;0.001502864;0.837746529;;;;
WMT;0.001506792;1.029152902;;;;
XER;0.000743461;0.837746529;;;;
WMT;0.001488309;0.514576451;;;;
WMT;0.001515759;0.859266207;;;;
WMT;0.001315713;1.093748138;;;;
WMT;0.001367635;1.029152902;;;;
WMT;0.001431556;1.109055421;;;;
WMT;0.001454126;0.939601472;;;;
WMT;0.00158877;0.579171687;;;;
WMT;0.000850457;0.719660575;;;;
WMT;0.000825095;1.167310935;;;;
WMT;0.001985474;1.373842658;;;;
WMT;0.001250764;0.90051998;;;;
WMT;0.0003041;0.893801591;;;;
WMT;0.001505017;0.939601472;;;;
WMT;0.000891711;0.859266207;;;;
WMT;0.001403871;0.924214871;;;;
WMT;0.001219521;1.221325798;;;;
XER;0.000900767;1.132908939;;;;
WMT;0.001225491;1.045836231;;;;
WMT;0.001354744;0.939601471;;;;
WMT;0.001562299;0.744828304;;;;
XER;0.001505142;0.920317871;;;;
XER;0.001183486;0.875006236;;;;
WMT;0.000219341;1.109055421;;;;
WMT;0.000256632;1.012086015;;;;
WMT;0.000256632;1.246927538;;;;
WMT;0.000814287;1.069291158;;;;
WMT;0.000875675;1.246927538;;;;
SAP;0.001282312;1.242721426;;;;
CPL;0.001264832;0.230251852;;;;
NAP;0.000335659;0.638593544;;;;
NAP;0.000735482;0.880179615;;;;
SAP;0.001141732;0.815584379;;;;
NAP;0.00112037;0.716453758;;;;
SAP;0.001211887;1.295625445;;;;
SAP;0.00125688;0.976728052;;;;
NAP;0.001171335;0.638593544;;;;
NAP;0.000831335;0.514576452;;;;
SAP;0.00124416;0.76917071;;;;
NAP;0.00120027;0.666611091;;;;
NAP;0.001247024;1.124053444;;;;
SAP;0.002133026;1.48219547;;;;
SAP;0.00126424;0.744828303;;;;
NAP;0.001178245;0.792740211;;;;
SAP;0.000983002;0.69360959;;;;
NAP;0.001326278;0.769170711;;;;
SAP;0.001348721;0.920317871;;;;
CPL;0.001188977;1.271675727;;;;
NAP;0.00082991;0.792740211;;;;
NAP;0.001061936;0.880179615;;;;
NAP;0.001394602;0.976728052;;;;
NAP;0.001260538;0.945290211;;;;
NAP;0.001343842;1.35232298;;;;
NAP;0.001336804;1.029152903;;;;
NAP;0.001325298;0.880179615;;;;
NAP;0.001369097;1.246927538;;;;
NAP;0.001216866;1.158858734;;;;
NAP;0.001424884;1.124053444;;;;
NAP;0.001308114;0.40574142;;;;
NAP;0.001333904;1.027463762;;;;
NAP;0.001912929;1.259404755;;;;
NAP;0.001817933;1.307316662;;;;
NAP;0.000652681;1.207080491;;;;
SAP;0.001442853;1.078118574;;;;
SAP;0.001095148;1.124053444;;;;
CPL;0.001342323;1.131440339;;;;
CPL;0.001338729;1.189390685;;;;
CPL;0.001298528;1.045836231;;;;
SAP;0.001549582;1.153169995;;;;
CPL;0.000986153;1.062152864;;;;
CPL;0.001288028;1.22392607;;;;
SAP;0.001335909;1.384373003;;;;
SAP;0.001351714;1.030838208;;;;
CPL;0.000421685;0.880179615;;;;
CPL;0.001311461;1.307316662;;;;
CPL;0.001185117;0.719660575;;;;
SAP;0.001439946;1.092199906;;;;
CPL;0.001351727;1.194809519;;;;
SAP;0.00101479;1.078118573;;;;
CPL;0.001363297;0.839926786;;;;
SAP;0.000750094;0.94905863;;;;
SAP;0.001111488;0.994617518;;;;
SAP;0.001331259;0.982140301;;;;
NPL;0.001158933;0.90051998;;;;
NPL;0.001243156;0.666611091;;;;
SPL;0.001214352;1.208186041;;;;
NPL;0.001165269;0.859266207;;;;
NPL;0.000249286;1.307316662;;;;
TPL;0.000993663;1.221325798;;;;
NPL;0.001355843;0.976728052;;;;
NPL;0.001097791;0.609476993;;;;
NPL;0.000109592;0.064595236;;;;
TPL;0.000886703;0.579171687;;;;
NPL;0.000774182;1.012086015;;;;
TPL;0.001352887;1.181187542;;;;
NPL;0.001329565;0.443820376;;;;
NPL;0.001371348;1.062152864;;;;
TPL;0.001194346;0.859266206;;;;
NPL;0.000939931;0.719660575;;;;
NPL;0.000249286;0.76917071;;;;
NPL;0.001113858;0.994617518;;;;
TPL;0.001211909;0.514576452;;;;
NPL;0.000747818;0.579171687;;;;
TPL;0.000126019;0.27816376;;;;
NPL;0.00130273;0.609476993;;;;
NPL;0.001231909;0.92031787;;;;
NPL;0.000138782;0;;;;
TPL;0.00013744;0.124017093;;;;
NPL;0.001265863;0.92031787;;;;
NPL;0.00080793;0.179033139;;;;
NPL;0.001210586;0.880179615;;;;
NPL;0.000133132;0.27816376;;;;
NPL;0.000749222;0.792740211;;;;
NPL;0.001463769;0.744828304;;;;
NPL;0.001068493;1.167310935;;;;
NPL;0.000249286;0.666611091;;;;
TPL;0.000780573;0.90051998;;;;
NPL;0.000523128;0.880179615;;;;
NPL;9.65E-05;1.045836231;;;;
WMT;0.000940138;1.093748138;;;;
SAP;0.001331734;0.969449789;;;;
SAP;0.00107929;0.857142094;;;;
CPL;0.001455901;0.880179615;;;;
SAP;0.001624288;1.35232298;;;;
SAP;0.002188684;1.307316661;;;;
SAP;3.00E-05;1.078118574;;;;
SAP;0.001903822;1.341324603;;;;
SAP;0.000570596;1.268015685;;;;
SAP;0.000545343;0.976728052;;;;
SAP;0.001031826;1.363160791;;;;
SAP;9.26E-05;0.945919611;;;;
SAP;0.000554156;1.078118574;;;;
SAP;0.000392418;1.167310935;;;;
CPL;0.000657665;0.443820376;;;;
SAP;0.000683334;0.939601472;;;;
SAP;0.001363575;0.92031787;;;;
CPL;0.000786413;1.062152864;;;;
SAP;0.000883744;1.221325798;;;;
SAP;0.001256007;1.167310935;;;;
CPL;0.001349074;0.90051998;;;;
CPL;0.001242513;0.609476993;;;;
SAP;0.001207224;0.609476993;;;;
SAP;0.001134322;1.029152902;;;;
SAP;0.001508091;1.138754457;;;;
SAP;0.000823943;1.029152902;;;;
CPL;0.001347571;1.167310935;;;;
SAP;0.001048799;0.547576413;;;;
CPL;0.001203935;0.90051998;;;;
SPL;0.001208654;1.153169995;;;;
CPL;0.001033246;0.92031787;;;;
CPL;0.001021734;0.994617518;;;;
SPL;0.001937079;1.318826611;;;;
SPL;0.001262974;1.012086015;;;;
SPL;0.001371777;0.994617518;;;;
SPL;0.00090534;1.124053444;;;;
XER;0.000915912;0.719660575;;;;
SPL;0.001196386;0.815584379;;;;
CPL;0.000707591;1.078118574;;;;
CPL;0.000684681;0.920317871;;;;
SPL;0.001380884;1.33016083;;;;
CPL;0.001439925;1.167310935;;;;
SPL;0.001250539;0.859266207;;;;
SPL;0.000187046;1.062152864;;;;
SPL;0.000312608;0.179033139;;;;
SPL;0.001335167;0.837746529;;;;
SPL;0.001614548;0.92031787;;;;
CPL;0.001290727;0.90051998;;;;
XER;0.001373796;0.976728052;;;;
CPL;0.000856433;0.443820376;;;;
SPL;0.001161903;1.012086015;;;;
SPL;0.000778498;1.012086015;;;;
SPL;0.001219511;0.837746529;;;;
SPL;0.001259783;0.79274021;;;;
SPL;0.001299713;1.138754457;;;;
SPL;0.00111883;1.153169995;;;;
CPL;0.001241104;1.167310935;;;;
SPL;0.001299041;1.194809519;;;;
SPL;0.000816605;1.181187542;;;;
CPL;0.00126044;1.012086015;;;;
SPL;0.001222884;1.078118574;;;;
CPL;0.000316132;0.579171687;;;;
SPL;0.000154823;0.939601472;;;;
SPL;0.001318513;0.815584379;;;;
CPL;0.000860056;0.994617518;;;;
WMT;0.000829362;1.221325798;;;;
XER;0.001377993;1.246927538;;;;
XER;0.00118478;1.259404755;;;;
XER;0.000898989;1.26310739;;;;
XER;0.000287783;1.234237026;;;;
XER;0.000845559;0.769170711;;;;
XER;0.000883792;0.480041067;;;;
XER;0.001503627;1.093748138;;;;
WMT;0.00214516;1.463635081;;;;
XER;0.001342062;1.319777767;;;;
XER;0.000229048;1.10905542;;;;
WMT;0.001838532;1.415096431;;;;
XER;0.000229048;0.547576413;;;;
XER;0.000855496;1.138754457;;;;
XER;0.000229048;1.124053444;;;;
WMT;0.001994359;1.404995909;;;;
SAP;0.000638652;1.246927538;;;;
CPL;0.001190875;1.093748138;;;;
SAP;0.001348356;1.234237026;;;;
CPL;0.001504527;1.10905542;;;;
SAP;0.000761432;0.40574142;;;;
SAP;0.001225645;0.976728052;;;;
SAP;0.0018556;1.415096431;;;;
SAP;0.001724602;1.318826611;;;;
CPL;0.001186404;1.093748138;;;;
SAP;0.001212059;1.093748138;;;;
SAP;0.00136901;1.208186041;;;;
SAP;0.001314759;1.33016083;;;;
SAP;0.001381732;1.181187542;;;;
SAP;0.001542374;0.920317871;;;;
SAP;0.001505148;1.363160791;;;;
CPL;0.001143465;1.181187542;;;;
SAP;0.001322038;1.208186041;;;;
NAP;0.001335233;0.744828304;;;;
NAP;0.00094877;0.815584379;;;;
NAP;0.001330439;1.093748138;;;;
NAP;0.001222452;1.153169995;;;;
NAP;0.001928201;1.341324603;;;;
NAP;0.001289448;1.029152902;;;;
NAP;0.001348183;0.994617518;;;;
NAP;0.000260844;0.976728052;;;;
WMT;0.000850109;0.666611091;;;;
WMT;0.001535993;0.638593544;;;;
WMT;0.000799454;1.012086015;;;;
WMT;0.001549267;0.76917071;;;;
WMT;0.001476776;0.958396827;;;;
WMT;0.001390018;0.609476993;;;;
WMT;0.001586622;0.90051998;;;;
WMT;0.001396639;0.958396827;;;;
WMT;0.000814287;0.815584379;;;;
WMT;0.001403806;1.138754457;;;;
XER;0.001594935;0.920317871;;;;
XER;0.001579019;0.976728052;;;;
XER;0.001348312;0.609476993;;;;
WMT;0.000848575;0.945020305;;;;
UMW;0.001041375;1.062152864;;;;
UMW;0.001048236;0.880179615;;;;
UMW;0.001457015;1.167310935;;;;
UMW;0.001097902;1.029152902;;;;
UMW;0.001217509;0.744828303;;;;
UMW;0.000505328;0.719660575;;;;
UMW;0.001293969;1.078118574;;;;
UMW;0.00123063;0.920317871;;;;
UMW;0.001438755;0.744828303;;;;
TPL;0.000863672;1.153169995;;;;
UMW;0.001033022;0.792740211;;;;
UMW;0.000982198;1.012086015;;;;
UMW;0.000676155;0.939601472;;;;
UMW;0.001275283;1.138754457;;;;
UMW;0.000573504;0.976728052;;;;
UMW;0.000950365;1.124053444;;;;
UMW;0.001284993;1.012086015;;;;
UMW;0.001459331;1.341324603;;;;
UMW;0.001271179;1.0678944;;;;
UMW;0.001224026;1.167310935;;;;
UMW;0.001436984;1.194809519;;;;
UMW;0.001065373;1.221325798;;;;
UMW;0.00112655;0.815584379;;;;
UMW;0.001269213;1.221325798;;;;
UMW;0.000978984;0.719660575;;;;
UMW;0.00100942;1.221325798;;;;
TPL;0.00045422;1.045836231;;;;
UMW;0.001249096;1.181187542;;;;
TPL;0.000454318;1.045836231;;;;
UMW;0.000618499;0.976728052;;;;
UMW;0.001301301;0.90051998;;;;
UMW;0.001039607;1.029152902;;;;
UMW;0.000771209;0.958396827;;;;
UMW;0.000666028;0.744828303;;;;
UMW;0.00125586;1.109055421;;;;
UMW;0.00104395;1.062152864;;;;
SAP;0.000825939;0.69360959;;;;
SAP;0.001432001;0.958396827;;;;
SAP;0.00080554;0.69360959;;;;
SAP;0.000509655;0.958396827;;;;
SAP;0.000534273;0.976728052;;;;
SAP;0.000840342;0.79274021;;;;
SAP;0.001522699;0.880179615;;;;
SAP;0.001475669;1.138754457;;;;
SAP;0.001188122;1.012086015;;;;
SAP;0.001289108;1.078118574;;;;
SAP;0.000975766;1.167310935;;;;
SAP;0.000614505;0.79274021;;;;
SAP;0.001309823;0.994617518;;;;
SAP;0.001212538;0.744828303;;;;
SAP;0.001226789;0.920317871;;;;
SAP;0.001217214;0.719660575;;;;
SAP;0.00132689;0.859266207;;;;
SAP;0.001321156;0.79274021;;;;
SAP;0.001208027;0.609476993;;;;
SAP;0.001314103;0.769170711;;;;
SAP;0.000704521;0.859266207;;;;
WMT;0.000868632;1.093748138;;;;
NPL;0.001244354;0.609476993;;;;
NPL;0.001059057;1.208186041;;;;
XER;0.001251554;1.093748138;;;;
XER;0.00115437;1.194809519;;;;
XER;0.00129022;1.245668205;;;;
NPL;0.001222229;1.208186041;;;;
XER;0.000894641;0.719660575;;;;
NPL;0.001348626;1.029152902;;;;
NPL;0.001409802;0.666611091;;;;
NPL;0.000665863;1.078118573;;;;
XER;0.00118422;0.976728052;;;;
XER;0.001248439;1.029152902;;;;
NPL;0.001048955;0.79274021;;;;
NPL;0.001260699;0.69360959;;;;
WMT;0.000785181;0.649927762;;;;
XER;0.000852363;0.719660575;;;;
SPL;0.0011654;1.093748138;;;;
NPL;0.001269554;1.093748138;;;;
NPL;0.001310524;0.994617518;;;;
XER;0.000868632;1.153169995;;;;
XER;0.000822658;1.109055421;;;;
XER;0.001317802;0.880179615;;;;
XER;0.001161409;1.194809519;;;;
XER;0.000845462;0.880179615;;;;
NPL;0.001214932;0.976728052;;;;
XER;0.001126497;0.920317871;;;;
XER;0.001327219;0.815584379;;;;
XER;0.000294359;1.029152902;;;;
NPL;0.001396552;1.062152864;;;;
NPL;0.000899219;1.079696421;;;;
WMT;0.001225533;1.295625445;;;;
WMT;0.00120226;1.181187542;;;;
XER;0.000891439;0.939601472;;;;
