Ecoregions;Fish_RichnessDiff;SumNat_PFC;Habitat_Heterogeneity;Pred_RichnessDiff_Fish;lower_RichnessDiff_Fish;upperr_RichnessDiff_fish
TPL;0.000903951;1.062152864;;;;
SPL;0.000843995;1.124053444;;;;
SPL;0.000703701;0.880179615;;;;
SAP;0.000679898;0.729830281;;;;
CPL;0.001419336;0.443820376;;;;
SPL;0.000962495;0.713729437;;;;
TPL;0.001016598;0.597502912;;;;
SPL;0.000720295;0.69360959;;;;
SPL;0.000762501;1.029152902;;;;
CPL;0.001408282;0.815584379;;;;
SAP;0.000832328;1.138754457;;;;
SPL;0.000654869;0.365603164;;;;
SAP;0.000632097;1.029152902;;;;
SAP;0.000891956;0.547576413;;;;
SAP;0.00141627;1.194809519;;;;
SPL;0.000916755;1.208186041;;;;
SPL;0.000674308;0.90051998;;;;
WMT;0.001448061;0.792740211;;;;
WMT;0.001440055;1.354503237;;;;
WMT;0.00064296;0.837746529;;;;
WMT;0.000710362;1.029152902;;;;
XER;0.00147441;0.837746529;;;;
WMT;0.000717041;0.514576451;;;;
WMT;0.000708336;0.859266207;;;;
WMT;0.000865396;1.093748138;;;;
WMT;0.000849541;1.029152902;;;;
WMT;0.000728849;1.109055421;;;;
WMT;0.000666181;0.939601472;;;;
WMT;0.000631285;0.579171687;;;;
WMT;0.001440055;0.719660575;;;;
WMT;0.001449709;1.167310935;;;;
WMT;0.001439505;1.373842658;;;;
WMT;0.000880494;0.90051998;;;;
WMT;0.002121764;0.893801591;;;;
WMT;0.000651312;0.939601472;;;;
WMT;0.001432658;0.859266207;;;;
WMT;0.000841618;0.924214871;;;;
WMT;0.001061578;1.221325798;;;;
XER;0.001430125;1.132908939;;;;
WMT;0.001059617;1.045836231;;;;
WMT;0.000857439;0.939601471;;;;
WMT;0.000624584;0.744828304;;;;
XER;0.000642259;0.920317871;;;;
XER;0.001068402;0.875006236;;;;
WMT;0.002135414;1.109055421;;;;
WMT;0.002128105;1.012086015;;;;
WMT;0.002128105;1.246927538;;;;
WMT;0.001449893;1.069291158;;;;
WMT;0.001434199;1.246927538;;;;
SAP;0.000675093;1.242721426;;;;
CPL;0.000776369;0.230251852;;;;
NAP;0.001725296;0.638593544;;;;
NAP;0.001329098;0.880179615;;;;
SAP;0.000890234;0.815584379;;;;
NAP;0.000903732;0.716453758;;;;
SAP;0.000785236;1.295625445;;;;
SAP;0.000782623;0.976728052;;;;
NAP;0.000840177;0.638593544;;;;
NAP;0.001215609;0.514576452;;;;
SAP;0.000784531;0.76917071;;;;
NAP;0.0008457;0.666611091;;;;
NAP;0.000883965;1.124053444;;;;
SAP;0.00068448;1.48219547;;;;
SAP;0.000700809;0.744828303;;;;
NAP;0.000812772;0.792740211;;;;
SAP;0.001144782;0.69360959;;;;
NAP;0.000752663;0.769170711;;;;
SAP;0.000653769;0.920317871;;;;
CPL;0.000882575;1.271675727;;;;
NAP;0.001452658;0.792740211;;;;
NAP;0.001106051;0.880179615;;;;
NAP;0.000642397;0.976728052;;;;
NAP;0.000775767;0.945290211;;;;
NAP;0.000650011;1.35232298;;;;
NAP;0.000630699;1.029152903;;;;
NAP;0.000659783;0.880179615;;;;
NAP;0.000629762;1.246927538;;;;
NAP;0.000746885;1.158858734;;;;
NAP;0.000628969;1.124053444;;;;
NAP;0.00064511;0.40574142;;;;
NAP;0.000680066;1.027463762;;;;
NAP;0.000923936;1.259404755;;;;
NAP;0.001467941;1.307316662;;;;
NAP;0.001517889;1.207080491;;;;
SAP;0.000637133;1.078118574;;;;
SAP;0.001093599;1.124053444;;;;
CPL;0.000714153;1.131440339;;;;
CPL;0.000754261;1.189390685;;;;
CPL;0.000762894;1.045836231;;;;
SAP;0.000602693;1.153169995;;;;
CPL;0.001158827;1.062152864;;;;
CPL;0.000853714;1.22392607;;;;
SAP;0.000756388;1.384373003;;;;
SAP;0.000685438;1.030838208;;;;
CPL;0.001800942;0.880179615;;;;
CPL;0.000759864;1.307316662;;;;
CPL;0.000924282;0.719660575;;;;
SAP;0.000643403;1.092199906;;;;
CPL;0.000752324;1.194809519;;;;
SAP;0.001110846;1.078118573;;;;
CPL;0.000864662;0.839926786;;;;
SAP;0.001481866;0.94905863;;;;
SAP;0.001109586;0.994617518;;;;
SAP;0.000661084;0.982140301;;;;
NPL;0.00091021;0.90051998;;;;
NPL;0.000889164;0.666611091;;;;
SPL;0.000713208;1.208186041;;;;
NPL;0.000785937;0.859266207;;;;
NPL;0.002137343;1.307316662;;;;
TPL;0.001047212;1.221325798;;;;
NPL;0.000758815;0.976728052;;;;
NPL;0.001106633;0.609476993;;;;
NPL;0.001102365;0.064595236;;;;
TPL;0.001178747;0.579171687;;;;
NPL;0.001480875;1.012086015;;;;
TPL;0.00069414;1.181187542;;;;
NPL;0.00065839;0.443820376;;;;
NPL;0.000685509;1.062152864;;;;
TPL;0.000896579;0.859266206;;;;
NPL;0.001140226;0.719660575;;;;
NPL;0.002137343;0.76917071;;;;
NPL;0.001087163;0.994617518;;;;
TPL;0.000826337;0.514576452;;;;
NPL;0.001488119;0.579171687;;;;
TPL;0.000898531;0.27816376;;;;
NPL;0.000873249;0.609476993;;;;
NPL;0.000898234;0.92031787;;;;
NPL;0.002074928;0;;;;
TPL;0.000663134;0.124017093;;;;
NPL;0.000883384;0.92031787;;;;
NPL;0.002146715;0.179033139;;;;
NPL;0.000893662;0.880179615;;;;
NPL;0.000759872;0.27816376;;;;
NPL;0.001486103;0.792740211;;;;
NPL;0.000660877;0.744828304;;;;
NPL;0.001102568;1.167310935;;;;
NPL;0.002137343;0.666611091;;;;
TPL;0.001464607;0.90051998;;;;
NPL;0.001563072;0.880179615;;;;
NPL;0.002208982;1.045836231;;;;
WMT;0.001139909;1.093748138;;;;
SAP;0.000691139;0.969449789;;;;
SAP;0.000951826;0.857142094;;;;
CPL;0.000627636;0.880179615;;;;
SAP;0.001379842;1.35232298;;;;
SAP;0.001119807;1.307316661;;;;
SAP;0.00216777;1.078118574;;;;
SAP;0.001257682;1.341324603;;;;
SAP;0.001471357;1.268015685;;;;
SAP;0.00149237;0.976728052;;;;
SAP;0.001824186;1.363160791;;;;
SAP;0.002044167;0.945919611;;;;
SAP;0.001577772;1.078118574;;;;
SAP;0.00181028;1.167310935;;;;
CPL;0.001519608;0.443820376;;;;
SAP;0.001507018;0.939601472;;;;
SAP;0.000694177;0.92031787;;;;
CPL;0.001302163;1.062152864;;;;
SAP;0.001233358;1.221325798;;;;
SAP;0.000793688;1.167310935;;;;
CPL;0.000668405;0.90051998;;;;
CPL;0.000802777;0.609476993;;;;
SAP;0.000908754;0.609476993;;;;
SAP;0.001090837;1.029152902;;;;
SAP;0.000620434;1.138754457;;;;
SAP;0.001333453;1.029152902;;;;
CPL;0.00080512;1.167310935;;;;
SAP;0.001116622;0.547576413;;;;
CPL;0.00096622;0.90051998;;;;
SPL;0.000817162;1.153169995;;;;
CPL;0.001138313;0.92031787;;;;
CPL;0.001055905;0.994617518;;;;
SPL;0.000661827;1.318826611;;;;
SPL;0.000777769;1.012086015;;;;
SPL;0.000669499;0.994617518;;;;
SPL;0.001129021;1.124053444;;;;
XER;0.001425602;0.719660575;;;;
SPL;0.000752474;0.815584379;;;;
CPL;0.001348462;1.078118574;;;;
CPL;0.001358073;0.920317871;;;;
SPL;0.000680685;1.33016083;;;;
CPL;0.000665015;1.167310935;;;;
SPL;0.000799443;0.859266207;;;;
SPL;0.002177672;1.062152864;;;;
SPL;0.002117918;0.179033139;;;;
SPL;0.000707859;0.837746529;;;;
SPL;0.000592862;0.92031787;;;;
CPL;0.000767531;0.90051998;;;;
XER;0.000663421;0.976728052;;;;
CPL;0.001181813;0.443820376;;;;
SPL;0.000764251;1.012086015;;;;
SPL;0.001490494;1.012086015;;;;
SPL;0.00071727;0.837746529;;;;
SPL;0.000895965;0.79274021;;;;
SPL;0.000729571;1.138754457;;;;
SPL;0.000937808;1.153169995;;;;
CPL;0.000820937;1.167310935;;;;
SPL;0.000695627;1.194809519;;;;
SPL;0.001461544;1.181187542;;;;
CPL;0.000774169;1.012086015;;;;
SPL;0.000715785;1.078118574;;;;
CPL;0.002116272;0.579171687;;;;
SPL;0.00219864;0.939601472;;;;
SPL;0.000671817;0.815584379;;;;
CPL;0.001450034;0.994617518;;;;
WMT;0.001447313;1.221325798;;;;
XER;0.000847901;1.246927538;;;;
XER;0.001068283;1.259404755;;;;
XER;0.001429015;1.26310739;;;;
XER;0.002126988;1.234237026;;;;
XER;0.001442522;0.769170711;;;;
XER;0.001432364;0.480041067;;;;
XER;0.00071164;1.093748138;;;;
WMT;0.000723748;1.463635081;;;;
XER;0.00085586;1.319777767;;;;
XER;0.002141879;1.10905542;;;;
WMT;0.000854518;1.415096431;;;;
XER;0.002141879;0.547576413;;;;
XER;0.001439843;1.138754457;;;;
XER;0.002141879;1.124053444;;;;
WMT;0.002121128;1.404995909;;;;
SAP;0.00162658;1.246927538;;;;
CPL;0.001017294;1.093748138;;;;
SAP;0.000752696;1.234237026;;;;
CPL;0.000619052;1.10905542;;;;
SAP;0.001477092;0.40574142;;;;
SAP;0.000838131;0.976728052;;;;
SAP;0.00066925;1.415096431;;;;
SAP;0.000832228;1.318826611;;;;
CPL;0.001019921;1.093748138;;;;
SAP;0.000962991;1.093748138;;;;
SAP;0.000674646;1.208186041;;;;
SAP;0.000866974;1.33016083;;;;
SAP;0.000741777;1.181187542;;;;
SAP;0.00064198;0.920317871;;;;
SAP;0.00061322;1.363160791;;;;
CPL;0.001089846;1.181187542;;;;
SAP;0.000810446;1.208186041;;;;
NAP;0.000682276;0.744828304;;;;
NAP;0.001139462;0.815584379;;;;
NAP;0.00068576;1.093748138;;;;
NAP;0.000712814;1.153169995;;;;
NAP;0.000697365;1.341324603;;;;
NAP;0.000658452;1.029152902;;;;
NAP;0.000749641;0.994617518;;;;
NAP;0.00213559;0.976728052;;;;
WMT;0.001441825;0.666611091;;;;
WMT;0.000702253;0.638593544;;;;
WMT;0.001453707;1.012086015;;;;
WMT;0.000642475;0.76917071;;;;
WMT;0.000719592;0.958396827;;;;
WMT;0.000844211;0.609476993;;;;
WMT;0.000604064;0.90051998;;;;
WMT;0.00084504;0.958396827;;;;
WMT;0.001449893;0.815584379;;;;
WMT;0.000841069;1.138754457;;;;
XER;0.000626809;0.920317871;;;;
XER;0.000600407;0.976728052;;;;
XER;0.000853204;0.609476993;;;;
WMT;0.001442047;0.945020305;;;;
UMW;0.000934056;1.062152864;;;;
UMW;0.000996302;0.880179615;;;;
UMW;0.000631435;1.167310935;;;;
UMW;0.00089138;1.029152902;;;;
UMW;0.000866697;0.744828303;;;;
UMW;0.00153885;0.719660575;;;;
UMW;0.000695682;1.078118574;;;;
UMW;0.000895048;0.920317871;;;;
UMW;0.000631003;0.744828303;;;;
TPL;0.001137025;1.153169995;;;;
UMW;0.001001894;0.792740211;;;;
UMW;0.000975515;1.012086015;;;;
UMW;0.001315777;0.939601472;;;;
UMW;0.000736275;1.138754457;;;;
UMW;0.001484421;0.976728052;;;;
UMW;0.001123687;1.124053444;;;;
UMW;0.000700373;1.012086015;;;;
UMW;0.000662563;1.341324603;;;;
UMW;0.000712776;1.0678944;;;;
UMW;0.000753498;1.167310935;;;;
UMW;0.000629568;1.194809519;;;;
UMW;0.000864118;1.221325798;;;;
UMW;0.000932055;0.815584379;;;;
UMW;0.000675748;1.221325798;;;;
UMW;0.001063178;0.719660575;;;;
UMW;0.001008594;1.221325798;;;;
TPL;0.001563346;1.045836231;;;;
UMW;0.000707228;1.181187542;;;;
TPL;0.001557299;1.045836231;;;;
UMW;0.001434918;0.976728052;;;;
UMW;0.000678437;0.90051998;;;;
UMW;0.000912298;1.029152902;;;;
UMW;0.001246538;0.958396827;;;;
UMW;0.001417395;0.744828303;;;;
UMW;0.000817733;1.109055421;;;;
UMW;0.001117644;1.062152864;;;;
SAP;0.001221713;0.69360959;;;;
SAP;0.000672008;0.958396827;;;;
SAP;0.001288774;0.69360959;;;;
SAP;0.001533233;0.958396827;;;;
SAP;0.001620549;0.976728052;;;;
SAP;0.001228096;0.79274021;;;;
SAP;0.000614475;0.880179615;;;;
SAP;0.000664865;1.138754457;;;;
SAP;0.000871895;1.012086015;;;;
SAP;0.000699777;1.078118574;;;;
SAP;0.001120066;1.167310935;;;;
SAP;0.001554306;0.79274021;;;;
SAP;0.000736409;0.994617518;;;;
SAP;0.000898872;0.744828303;;;;
SAP;0.000754783;0.920317871;;;;
SAP;0.000875422;0.719660575;;;;
SAP;0.00076388;0.859266207;;;;
SAP;0.000762489;0.79274021;;;;
SAP;0.000844322;0.609476993;;;;
SAP;0.000674612;0.769170711;;;;
SAP;0.001503813;0.859266207;;;;
WMT;0.001157837;1.093748138;;;;
NPL;0.000766352;0.609476993;;;;
NPL;0.001099185;1.208186041;;;;
XER;0.000675947;1.093748138;;;;
XER;0.000902006;1.194809519;;;;
XER;0.000663082;1.245668205;;;;
NPL;0.000708132;1.208186041;;;;
XER;0.001432582;0.719660575;;;;
NPL;0.000654106;1.029152902;;;;
NPL;0.000669323;0.666611091;;;;
NPL;0.001514972;1.078118573;;;;
XER;0.001068605;0.976728052;;;;
XER;0.000874023;1.029152902;;;;
NPL;0.001107408;0.79274021;;;;
NPL;0.000873415;0.69360959;;;;
WMT;0.001464632;0.649927762;;;;
XER;0.001442392;0.719660575;;;;
SPL;0.000789039;1.093748138;;;;
NPL;0.000667272;1.093748138;;;;
NPL;0.000660222;0.994617518;;;;
XER;0.001157837;1.153169995;;;;
XER;0.001448841;1.109055421;;;;
XER;0.000859329;0.880179615;;;;
XER;0.000900869;1.194809519;;;;
XER;0.001442967;0.880179615;;;;
NPL;0.001065234;0.976728052;;;;
XER;0.001084222;0.920317871;;;;
XER;0.000858077;0.815584379;;;;
XER;0.002121128;1.029152902;;;;
NPL;0.000847253;1.062152864;;;;
NPL;0.001428836;1.079696421;;;;
WMT;0.00105955;1.295625445;;;;
WMT;0.001068367;1.181187542;;;;
XER;0.001434316;0.939601472;;;;
